Genus,Species,Common_synonyns,Inicio,Fin ,Key,Inicio_II,Key_II
Janetogalathea,californiensis,Galathe californiensis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Janolus,barbarensis,"A. aureocincta Johnson & Snook, 1927, ex MacFarla, MS",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Janthina,janthina,"J. Fragilis Lamarck, 1801; J. Striulata Carpenter, 1857; J. S. contorta Carpenter, 1857; J. Carpente",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Janthina,prolongata,"J. Globosa Swainson, 1823 (not Blainville, 1822); J. Decollata Carpenter, 1857",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Jassa,falcata,Cancer falcatus,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Jassa,slatteryi,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Jenneria,pustulata,Jennaria granulosa,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Joeropsis,dubia,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Johngarthia,planatus,"Gecarcinus planatus Stimpson, 1860; Gecarcinus digueti Bouvier, 1895",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Julia,thecaphora,"Smaragdinella thecaphora; J. equatorialis Pilsbry & Olsson, 1944",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Juxtafabia,muliniarum,"Pinnotheres jamesi Rathbun, 1923; Pinnotheres reticulatus Rathbun, 1918",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kainonereis,alata,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kinbergonuphis,cedroensis,Onuphis cedroensis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kinbergonuphis,microcephala,Onuphis microcephala,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kinbergonuphis,pulchra,Onuphis (Onuphis) pulchra,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kinbergonuphis,vermillionensis,Onuphis vermillionensis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kinbergonuphis,virgata,Onuphis (Onuphis) virgata,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Knefastia,dalli,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Knefastia,funiculata,,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Knefastia,olivacea,Pleurotoma olivacea,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Knefastia,tuberculifera,Pleurotoma tuberculifera,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Knefastia,walkeri,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kochlorine,hamata,Kochlorine haliotidis; Kochlorine inermis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Krohnitta,pacifica,"Krohnia pacifica; Krohnitta kerberti Oye, 1918; Krohnia viridis Aida, 1897",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Krohnitta,subtilis,Sagitta Suptilis (by mistake),Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kurtzia,aethra,Philbertia aethra,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kurtzia,arteaga,"Mangilia arteaga; Mangelia arteaga var. roperi Dall, 1919; K. gordoni Bartsch, 1944",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kurtzia,granulatissima,"Pleurotoma (Anna) granulatissima; Philbertia aegialea Dall, 1919",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kurtziella,antiochroa,"Mangelia antiochroa; Mangelia cymatias Pilsbry & Lowe, 1932",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kurtziella,cyrene,Mangilia (Kurtziella) cyrene,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kurtziella,plumbea,"Clavatula plumbea; Mangelia acuticostata var. subangulata Carpenter, 1857; M. angulata Carpetner, 18",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kurtziella,powelli,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kurtziella,antipyrgus,Mangelia (Kurtziella) antipyrgus,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kylix,hecuba,Cymatosyrinx hecuba,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kylix,ianthe,Elaeocyma ianthe,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kylix,panamella,Clathurella panamella,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kylix,paziana,Clathrodrillia paziana,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Kylix,zacae,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Labidodemas,americanum,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Labioporella,sinuosa,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Laborostratus,zaragozensis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Laena,caeca,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Laena,videns,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Laetmonice,producta,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Laevicardium,clarionense,Cardium clarionense,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
