"","TituloI","TituloII","Keywords","Subject"
"1661","Distribucion de Henricia polyacantha en el golfo de California","Clasificacion Taxonomica Completa de Henricia polyacantha","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Cyllaster polyacantha","Henricia polyacantha"
"1662","Distribucion de Hepatella amica en el golfo de California","Clasificacion Taxonomica Completa de Hepatella amica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hepatella amica"
"1663","Distribucion de Hepatus kossmanni en el golfo de California","Clasificacion Taxonomica Completa de Hepatus kossmanni","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hepatus kossmanni"
"1664","Distribucion de Hepatus lineatus en el golfo de California","Clasificacion Taxonomica Completa de Hepatus lineatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hepatus lineatus"
"1665","Distribucion de Heptacarpus palpator en el golfo de California","Clasificacion Taxonomica Completa de Heptacarpus palpator","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Hyppolyte palpator","Heptacarpus palpator"
"1666","Distribucion de Herbstia camptacantha en el golfo de California","Clasificacion Taxonomica Completa de Herbstia camptacantha","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Herbstiella camptacantha; Fisheria depressa Lockington, 1876; Mithrax sonorensis Rathbun, 1933","Herbstia camptacantha"
"1667","Distribucion de Herbstia pubescens en el golfo de California","Clasificacion Taxonomica Completa de Herbstia pubescens","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Herbstia pubescens"
"1668","Distribucion de Herbstia tumida en el golfo de California","Clasificacion Taxonomica Completa de Herbstia tumida","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Herbstiella tumida; Pelia clausa Rathbun, 1907","Herbstia tumida"
"1669","Distribucion de Here excavata en el golfo de California","Clasificacion Taxonomica Completa de Here excavata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Lucina excavata; Lucina richthofeni Gabb, 1866","Here excavata"
"1670","Distribucion de Herviera gliriella en el golfo de California","Clasificacion Taxonomica Completa de Herviera gliriella","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Pyrgulina gliriella","Herviera gliriella"
"1671","Distribucion de Hesione intertexta en el golfo de California","Clasificacion Taxonomica Completa de Hesione intertexta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Hesione panamena Chamberlin, 1919","Hesione intertexta"
"1672","Distribucion de Hesione pantherina en el golfo de California","Clasificacion Taxonomica Completa de Hesione pantherina","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hesione pantherina"
"1673","Distribucion de Hespererato columbella en el golfo de California","Clasificacion Taxonomica Completa de Hespererato columbella","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Erato columbella; E. leucophaea Gould, 1853; E. panamensis Carpenter, 1856","Hespererato columbella"
"1674","Distribucion de Hespererato scabriuscula en el golfo de California","Clasificacion Taxonomica Completa de Hespererato scabriuscula","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Erato scabriuscula; Marginella cypraeola Sowerby, 1832; M. granum Kiener, 1843","Hespererato scabriuscula"
"1675","Distribucion de Hesperocidaris asteriscus en el golfo de California","Clasificacion Taxonomica Completa de Hesperocidaris asteriscus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hesperocidaris asteriscus"
"1676","Distribucion de Hesperocidaris perplexa en el golfo de California","Clasificacion Taxonomica Completa de Hesperocidaris perplexa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Tretocidaris dubia; Dorocidaris dubia; Stylocidaris dubia","Hesperocidaris perplexa"
"1677","Distribucion de Hesperone laevis en el golfo de California","Clasificacion Taxonomica Completa de Hesperone laevis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hesperone laevis"
"1678","Distribucion de Heteractaea lunata en el golfo de California","Clasificacion Taxonomica Completa de Heteractaea lunata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Pilumnus lunatus; Heteractaea pilosus Lockington, 1877","Heteractaea lunata"
"1679","Distribucion de Heteractaea peterseni en el golfo de California","Clasificacion Taxonomica Completa de Heteractaea peterseni","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Heteractaea peterseni"
"1680","Distribucion de Heterocarpus vicarius en el golfo de California","Clasificacion Taxonomica Completa de Heterocarpus vicarius","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Heterocarpus vicarius"
"1681","Distribucion de Heterocrypta macrobrachia en el golfo de California","Clasificacion Taxonomica Completa de Heterocrypta macrobrachia","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Heterocrypta macrobrachia"
"1682","Distribucion de Heterocyathus aequicostatus en el golfo de California","Clasificacion Taxonomica Completa de Heterocyathus aequicostatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Heterocyathus aequicostatus"
"1683","Distribucion de Heterodonax pacificus en el golfo de California","Clasificacion Taxonomica Completa de Heterodonax pacificus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Psammobia pacifica","Heterodonax pacificus"
"1684","Distribucion de Heteromastus filiformis en el golfo de California","Clasificacion Taxonomica Completa de Heteromastus filiformis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Capitella filiformis","Heteromastus filiformis"
"1685","Distribucion de Heterophoxus oculatus en el golfo de California","Clasificacion Taxonomica Completa de Heterophoxus oculatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Harpinia oculata;Heterophoxus affinis Holmes, 1908; H. Pennatus Shoemaker, 1925; H. Nitellus J.L. Ba","Heterophoxus oculatus"
"1686","Distribucion de Heteroporcellana corbicola en el golfo de California","Clasificacion Taxonomica Completa de Heteroporcellana corbicola","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Porcellana corbicola","Heteroporcellana corbicola"
"1687","Distribucion de Heteroserolis carinata en el golfo de California","Clasificacion Taxonomica Completa de Heteroserolis carinata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Heteroserolis carinata"
"1688","Distribucion de Heterospio catalinensis en el golfo de California","Clasificacion Taxonomica Completa de Heterospio catalinensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Longosoma catalinensis","Heterospio catalinensis"
"1689","Distribucion de Hexacreusia durhami en el golfo de California","Clasificacion Taxonomica Completa de Hexacreusia durhami","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Balanus (Hexacreusia) durhami; Armatobalanus durhami","Hexacreusia durhami"
"1690","Distribucion de Hexapanopeus beebei en el golfo de California","Clasificacion Taxonomica Completa de Hexapanopeus beebei","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hexapanopeus beebei"
"1691","Distribucion de Hexapanopeus orcutti en el golfo de California","Clasificacion Taxonomica Completa de Hexapanopeus orcutti","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hexapanopeus orcutti"
"1692","Distribucion de Hexapanopeus rubicundus en el golfo de California","Clasificacion Taxonomica Completa de Hexapanopeus rubicundus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hexapanopeus rubicundus"
"1693","Distribucion de Hexapanopeus sinaloensis en el golfo de California","Clasificacion Taxonomica Completa de Hexapanopeus sinaloensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Hexapanopeus setipalpus Finnegan, 1931","Hexapanopeus sinaloensis"
"1694","Distribucion de Hexaplex ambiguus en el golfo de California","Clasificacion Taxonomica Completa de Hexaplex ambiguus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Murex ambiguus; Murex callidinus Berry, 1858","Hexaplex ambiguus"
"1695","Distribucion de Hexaplex brassica en el golfo de California","Clasificacion Taxonomica Completa de Hexaplex brassica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Murex brassica; M. ducalis Broderip, 1829","Hexaplex brassica"
"1696","Distribucion de Hexaplex nigritus en el golfo de California","Clasificacion Taxonomica Completa de Hexaplex nigritus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Murex nigritus; Muricanthus nigritus","Hexaplex nigritus"
"1697","Distribucion de Hexaplex princeps en el golfo de California","Clasificacion Taxonomica Completa de Hexaplex princeps","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Murex princeps","Hexaplex princeps"
"1698","Distribucion de Hexaplex radix en el golfo de California","Clasificacion Taxonomica Completa de Hexaplex radix","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Murex radix; M. nitidus Broderip, 1933","Hexaplex radix"
"1699","Distribucion de Hiatella arctica en el golfo de California","Clasificacion Taxonomica Completa de Hiatella arctica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Mya arctica; Saxicava acuta de Folin, 1867; Saxicava initialis de Folin, 1867; Hiatella solida (Sowe","Hiatella arctica"
"1700","Distribucion de Higginsia higginissima en el golfo de California","Clasificacion Taxonomica Completa de Higginsia higginissima","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Higginsia higginissima"
"1701","Distribucion de Hindsiclava militaris en el golfo de California","Clasificacion Taxonomica Completa de Hindsiclava militaris","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Turricula dotella a notilla Dall, 1908","Hindsiclava militaris"
"1702","Distribucion de Hindsiclava andromeda en el golfo de California","Clasificacion Taxonomica Completa de Hindsiclava andromeda","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Clathrodrillia aromeda; Turrigemma torquifer Berry, 1958","Hindsiclava andromeda"
"1703","Distribucion de Hippa pacifica en el golfo de California","Clasificacion Taxonomica Completa de Hippa pacifica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Remipes pacificus","Hippa pacifica"
"1704","Distribucion de Hippa strigillata en el golfo de California","Clasificacion Taxonomica Completa de Hippa strigillata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Remipes strigillatus","Hippa strigillata"
"1705","Distribucion de Hippaliosina rostrigera en el golfo de California","Clasificacion Taxonomica Completa de Hippaliosina rostrigera","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Escharella rostrigera","Hippaliosina rostrigera"
"1706","Distribucion de Hippodiplosia insculpta en el golfo de California","Clasificacion Taxonomica Completa de Hippodiplosia insculpta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Schizoporella insculpta","Hippodiplosia insculpta"
"1707","Distribucion de Hippolyte californiensis en el golfo de California","Clasificacion Taxonomica Completa de Hippolyte californiensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hippolyte californiensis"
"1708","Distribucion de Hippolyte williamsi en el golfo de California","Clasificacion Taxonomica Completa de Hippolyte williamsi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Hyppoliyte mexicana Chace, 1937","Hippolyte williamsi"
"1709","Distribucion de Hippomedon ?propinquus en el golfo de California","Clasificacion Taxonomica Completa de Hippomedon ?propinquus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hippomedon ?propinquus"
"1710","Distribucion de Hippomonavella longirostrata en el golfo de California","Clasificacion Taxonomica Completa de Hippomonavella longirostrata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Schizoporella longirostrata","Hippomonavella longirostrata"
"1711","Distribucion de Hipponix antiquatus en el golfo de California","Clasificacion Taxonomica Completa de Hipponix antiquatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hipponix antiquatus"
