MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Notes,Lat,Long
1044,Precio de Menudeo de Filete de Plateado (1998-2016),Precio; Min; Max; Promedio; Venta; Plateado; Menudeo; Filete ,SNIIM,SE,1,Plateado,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Menudeo de Plateado (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1045,Precio de Menudeo de Filete de Raya (1998-2016),Precio; Min; Max; Promedio; Venta; Raya; Menudeo; Filete ,SNIIM,SE,1,Raya,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Raya (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1046,Precio de Menudeo de Filete de Robaleta (1998-2016),Precio; Min; Max; Promedio; Venta; Robaleta; Menudeo; Filete ,SNIIM,SE,1,Robaleta,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Robaleta (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1047,Precio de Menudeo de Filete de Ronco amarillo (1998-2016),Precio; Min; Max; Promedio; Venta; Ronco amarillo; Menudeo; Filete ,SNIIM,SE,1,Ronco amarillo,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Menudeo de Ronco amarillo (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1048,Precio de Menudeo de Filete de Trucha (1998-2016),Precio; Min; Max; Promedio; Venta; Trucha; Menudeo; Filete ,SNIIM,SE,1,Trucha,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Menudeo de Trucha (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1049,Precio de Abadejo en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Abadejo; Destino ,SNIIM,SE,1,Abadejo,National,NA,NA,1998,2017,9,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1050,Precio de Aletaderaya en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Aleta;raya; Destino ,SNIIM,SE,1,Aletaderaya,National,NA,NA,1998,2017,18,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1051,Precio de Angelito en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Angelito; Destino ,SNIIM,SE,1,Angelito,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1052,Precio de Atun en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Atun; Destino ,SNIIM,SE,1,Tunidos,National,NA,NA,1998,2017,9,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1053,Precio de Bacoca en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Bacoca; Destino ,SNIIM,SE,1,Bacoca,National,NA,NA,1998,2017,6,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1054,Precio de Bandera en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Ban;ra; Destino ,SNIIM,SE,1,Bandera,National,NA,NA,1998,2017,51,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1055,Precio de Baqueta en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Baqueta; Destino ,SNIIM,SE,1,Baqueta,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1056,Precio de Besugo en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Besugo; Destino ,SNIIM,SE,1,Besugo,National,NA,NA,1998,2017,9,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1057,Precio de Cabrillo en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Cabrillo; Destino ,SNIIM,SE,1,Cabrillo,National,NA,NA,1998,2017,18,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1058,Precio de Cazon con cabeza en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Cazon con cabeza; Destino ,SNIIM,SE,1,Cazon con cabeza,National,NA,NA,1998,2017,9,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1059,Precio de Cazon sin cabeza en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Cazon sin cabeza; Destino ,SNIIM,SE,1,Cazon sin cabeza,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1060,Precio de Cazon tripa en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Cazon tripa; Destino ,SNIIM,SE,1,Cazon tripa,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1061,Precio de Cintilla en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Cintilla; Destino ,SNIIM,SE,1,Cintilla,National,NA,NA,1998,2017,6,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1062,Precio de Cochito o Cochino en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Cochitoo Cochino; Destino ,SNIIM,SE,1,Cochitoo Cochino,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1063,Precio de Cojinuda en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Cojinuda; Destino ,SNIIM,SE,1,Cojinuda,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1064,Precio de Condor en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Condor; Destino ,SNIIM,SE,1,Condor,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1065,Precio de Conejo en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Conejo; Destino ,SNIIM,SE,1,Conejo,National,NA,NA,1998,2017,24,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1066,Precio de Constantino en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Constantino; Destino ,SNIIM,SE,1,Constantino,National,NA,NA,1998,2017,33,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1067,Precio de Chano en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Chano; Destino ,SNIIM,SE,1,Chano,National,NA,NA,1998,2017,9,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1068,Precio de Chopa en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Chopa; Destino ,SNIIM,SE,1,Chopa,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1069,Precio de Guitarra en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Guitarra; Destino ,SNIIM,SE,1,Guitarra,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1070,Precio de Gurrubata en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Gurrubata; Destino ,SNIIM,SE,1,Gurrubata,National,NA,NA,1998,2017,48,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1071,Precio de Huachinango Golfo en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Huachinango Golfo; Destino ,SNIIM,SE,1,Huachinango Golfo,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1072,Precio de Huachinango grande en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Huachinango grande; Destino ,SNIIM,SE,1,Huachinango grande,National,NA,NA,1998,2017,18,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1073,Precio de Huachinango Pacifico en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Huachinango Pacifico; Destino ,SNIIM,SE,1,Huachinango Pacifico,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1074,Precio de Jurel en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Jurel; Destino ,SNIIM,SE,1,Jurel,National,NA,NA,1998,2017,27,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1075,Precio de Lebrancha en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Lebrancha; Destino ,SNIIM,SE,1,Lebrancha,National,NA,NA,1998,2017,39,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1076,Precio de Lenguado chico en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Lenguado chico; Destino ,SNIIM,SE,1,Lenguado chico,National,NA,NA,1998,2017,15,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1077,Precio de Lenguado grande en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Lenguado grande; Destino ,SNIIM,SE,1,Lenguado grande,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1078,Precio de Lisa del Golfo en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Lisa ; Golfo; Destino ,SNIIM,SE,1,Lisa del Golfo,National,NA,NA,1998,2017,15,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1079,Precio de Lisa del Pacifico en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Lisa ; Pacifico; Destino ,SNIIM,SE,1,Lisa del Pacifico,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1080,Precio de Lisa macho en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Lisa macho; Destino ,SNIIM,SE,1,Lisa macho,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1081,Precio de Lucero en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Lucero; Destino ,SNIIM,SE,1,Lucero,National,NA,NA,1998,2017,9,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1082,Precio de Mantarraya en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Mantarraya; Destino ,SNIIM,SE,1,Mantarraya,National,NA,NA,1998,2017,18,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1083,Precio de Marlin en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Marlin; Destino ,SNIIM,SE,1,Marlin,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1084,Precio de Mero en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Mero; Destino ,SNIIM,SE,1,Mero,National,NA,NA,1998,2017,18,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1085,Precio de Mojarra Marina en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Mojarra Marina; Destino ,SNIIM,SE,1,Mojarra Marina,National,NA,NA,1998,2017,21,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1086,Precio de Mojarra plateada en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Mojarra plateada; Destino ,SNIIM,SE,1,Mojarra plateada,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1087,Precio de Negrillo en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Negrillo; Destino ,SNIIM,SE,1,Negrillo,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1088,Precio de Ostion sin concha en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Ostion sin concha; Destino ,SNIIM,SE,1,Ostion,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1089,Precio de Pampano en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Pampano; Destino ,SNIIM,SE,1,Pampano,National,NA,NA,1998,2017,57,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1090,Precio de Pargo en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Pargo; Destino ,SNIIM,SE,1,Pargo,National,NA,NA,1998,2017,27,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1091,Precio de Pargo blanco en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Pargo blanco; Destino ,SNIIM,SE,1,Pargo blanco,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1092,Precio de Pargo coconaco en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Pargo coconaco; Destino ,SNIIM,SE,1,Pargo coconaco,National,NA,NA,1998,2017,48,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1093,Precio de Pargo Habanero en Destino de Venta (1998-2016),Precio; Min; Max; Promedio; Venta; Pargo Habanero; Destino ,SNIIM,SE,1,Pargo Habanero,National,NA,NA,1998,2017,33,Currency,Month,State,Precio de Venta de Trucha en el Origen (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
