MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Time_Series,Notes,Lat,Long
445,Catch of Epinephelus guttatus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Epinephelus guttatus,Andres Cisneros-Montemayor,SAU,1,Epinephelus guttatus,Atlantic,,,1954,1966,5,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=94,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-88
446,Catch of Farfantepenaeus brasiliensis in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Farfantepenaeus brasiliensis,Andres Cisneros-Montemayor,SAU,1,Farfantepenaeus brasiliensis,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=95,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-94
447,Catch of Carcharhinidae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Carcharhinidae,Andres Cisneros-Montemayor,SAU,1,Carcharhinidae,Atlantic,,,1994,2010,7,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=96,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-94
448,Catch of Sicyonia brevirostris in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Sicyonia brevirostris,Andres Cisneros-Montemayor,SAU,1,Sicyonia brevirostris,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=97,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-92
449,Catch of Dasyatis in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Dasyatis,Andres Cisneros-Montemayor,SAU,1,Dasyatis,Atlantic,,,2005,2010,6,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=98,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-95
450,Catch of Sardinella aurita in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Sardinella aurita,Andres Cisneros-Montemayor,SAU,1,Sardinella aurita,Atlantic,,,1963,2004,41,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=99,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-87
451,Catch of Carcharhinus plumbeus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Carcharhinus plumbeus,Andres Cisneros-Montemayor,SAU,1,Carcharhinus plumbeus,Atlantic,,,1994,1994,1,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=100,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-90
452,Catch of Sphyrna lewini in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Sphyrna lewini,Andres Cisneros-Montemayor,SAU,1,Sphyrna lewini,Atlantic,,,1994,1994,1,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=101,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,20,-90
453,Catch of Mycteroperca in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Mycteroperca,Andres Cisneros-Montemayor,SAU,1,Mycteroperca,Atlantic,,,2005,2010,6,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=102,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,20,-90
454,Catch of Ariidae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Ariidae,Andres Cisneros-Montemayor,SAU,1,Ariidae,Atlantic,,,1963,2010,48,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=103,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-88
455,Catch of Gastropoda in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Gastropoda,Andres Cisneros-Montemayor,SAU,1,Gastropoda,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=104,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-87
456,Catch of Epinephelus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Epinephelus,Andres Cisneros-Montemayor,SAU,1,Epinephelus,Atlantic,,,1954,1983,30,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=105,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-94
457,Catch of Chondrichtyes in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Chondrichtyes,Andres Cisneros-Montemayor,SAU,1,Chondrichtyes,Atlantic,,,1970,1975,6,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=106,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-87
458,Catch of Elasmobranchii in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Elasmobranchii,Andres Cisneros-Montemayor,SAU,1,Elasmobranchii,Atlantic,,,1961,2010,49,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=107,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-87
459,Catch of Carcharhinus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Carcharhinus,Andres Cisneros-Montemayor,SAU,1,Carcharhinus,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=108,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,20,-87
460,Catch of Isurus oxyrinchus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Isurus oxyrinchus,Andres Cisneros-Montemayor,SAU,1,Isurus oxyrinchus,Atlantic,,,1982,2010,24,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=109,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-96
461,Catch of Strongylocentrotus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Strongylocentrotus,Andres Cisneros-Montemayor,SAU,1,Strongylocentrotus,Atlantic,,,1972,2001,28,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=110,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,20,-92
462,Catch of Lutjanus vivanus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Lutjanus vivanus,Andres Cisneros-Montemayor,SAU,1,Lutjanus vivanus,Atlantic,,,1954,1966,5,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=111,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-87
463,Catch of Carcharhinus falciformis in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Carcharhinus falciformis,Andres Cisneros-Montemayor,SAU,1,Carcharhinus falciformis,Atlantic,,,1994,1994,1,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=112,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-96
464,Catch of Katsuwonus pelamis in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Katsuwonus pelamis,Andres Cisneros-Montemayor,SAU,1,Katsuwonus pelamis,Atlantic,,,1950,2010,52,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=113,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-94
465,Catch of Sphyrna zygaena in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Sphyrna zygaena,Andres Cisneros-Montemayor,SAU,1,Sphyrna zygaena,Atlantic,,,1994,1994,1,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=114,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-88
466,Catch of Lutjanidae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Lutjanidae,Andres Cisneros-Montemayor,SAU,1,Lutjanidae,Atlantic,,,1954,2010,53,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=115,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-91
467,Catch of Lutjanus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Lutjanus,Andres Cisneros-Montemayor,SAU,1,Lutjanus,Atlantic,,,1954,1966,5,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=116,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-87
468,Catch of Centropomidae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Centropomidae,Andres Cisneros-Montemayor,SAU,1,Centropomidae,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=117,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-93
469,Catch of Scomberomorus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Scomberomorus,Andres Cisneros-Montemayor,SAU,1,Scomberomorus,Atlantic,,,1950,1975,24,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=118,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-94
470,Catch of Cynoscion nebulosus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Cynoscion nebulosus,Andres Cisneros-Montemayor,SAU,1,Cynoscion nebulosus,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=119,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-94
471,Catch of Teuthida in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Teuthida,Andres Cisneros-Montemayor,SAU,1,Teuthida,Atlantic,,,1965,1975,6,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=120,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,20,-92
472,Catch of Xiphias gladius in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Xiphias gladius,Andres Cisneros-Montemayor,SAU,1,Xiphias gladius,Atlantic,,,1950,2010,59,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=121,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-88
473,Catch of Megalops atlanticus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Megalops atlanticus,Andres Cisneros-Montemayor,SAU,1,Megalops atlanticus,Atlantic,,,1955,2010,34,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=122,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,20,-97
474,Catch of Alopias vulpinus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Alopias vulpinus,Andres Cisneros-Montemayor,SAU,1,Alopias vulpinus,Atlantic,,,1994,1994,1,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=123,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-88
475,Catch of Alopias in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Alopias,Andres Cisneros-Montemayor,SAU,1,Alopias,Atlantic,,,1994,1994,1,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=124,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-95
476,Catch of Galeocerdo cuvier in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Galeocerdo cuvier,Andres Cisneros-Montemayor,SAU,1,Galeocerdo cuvier,Atlantic,,,1994,2010,7,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=125,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-97
477,Catch of Balistidae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Balistidae,Andres Cisneros-Montemayor,SAU,1,Balistidae,Atlantic,,,1950,2010,59,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=126,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-93
478,Catch of Rhomboplites aurorubens in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Rhomboplites aurorubens,Andres Cisneros-Montemayor,SAU,1,Rhomboplites aurorubens,Atlantic,,,2005,2010,6,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=127,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-94
479,Catch of Acanthocybium solandri in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Acanthocybium solandri,Andres Cisneros-Montemayor,SAU,1,Acanthocybium solandri,Atlantic,,,1960,2000,24,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=128,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-90
480,Catch of Cynoscion in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Cynoscion,Andres Cisneros-Montemayor,SAU,1,Cynoscion,Atlantic,,,2005,2010,6,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=129,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-96
481,Catch of Labridae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Labridae,Andres Cisneros-Montemayor,SAU,1,Labridae,Atlantic,,,1954,2010,11,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=130,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-91
482,Catch of Mycteroperca venenosa in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Mycteroperca venenosa,Andres Cisneros-Montemayor,SAU,1,Mycteroperca venenosa,Atlantic,,,1954,1966,5,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=131,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-97
483,Catch of Thunnus albacares in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Thunnus albacares,Andres Cisneros-Montemayor,SAU,1,Thunnus albacares,Atlantic,,,1950,2010,59,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=132,YES,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,20,-91
484,Catch of Ocyurus chrysurus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Ocyurus chrysurus,Andres Cisneros-Montemayor,SAU,1,Ocyurus chrysurus,Atlantic,,,1954,2010,51,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=133,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-93
