MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area ,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty
346,Basic Social-economic Information About Fishing Sector of  Quintana Roo,Quintana Roo; Pescador; Industria Embarcacion; Industria; Artesanal Embarcacion; Acuacultura,SAGARPA,SAGARPA;CONAPESCA,1,Quintana Roo,Atlantic,Yucatan Peninsula,Quintana Roo,2013,2013,1,Values,Year,State,Quintana Roo: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
347,Basic Social-economic Information About Fishing Sector of  San Luis Potosi,San Luis Potosi; Pescador; Industria Embarcacion; Industria; Artesanal Embarcacion; Acuacultura,SAGARPA,SAGARPA;CONAPESCA,1,San Luis Potosi,Freshwater/Terrestrial,Freshwater/Terrestrial,San Luis Potosi,2013,2013,1,Values,Year,State,San Luis Potosi: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
348,Basic Social-economic Information About Fishing Sector of  Sinaloa,Sinaloa; Pescador; Industria Embarcacion; Industria; Artesanal Embarcacion; Acuacultura,SAGARPA,SAGARPA;CONAPESCA,1,Sinaloa,Pacific,Gulf of California,Sinaloa,2013,2013,1,Values,Year,State,Sinaloa: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
349,Basic Social-economic Information About Fishing Sector of  Sonora,Sonora; Pescador; Industria Embarcacion; Industria; Artesanal Embarcacion; Acuacultura,SAGARPA,SAGARPA;CONAPESCA,1,Sonora,Pacific,Gulf of California,Sonora,2013,2013,1,Values,Year,State,Sonora: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
350,Basic Social-economic Information About Fishing Sector of  Tabasco,Tabasco; Pescador; Industria Embarcacion; Industria; Artesanal Embarcacion; Acuacultura,SAGARPA,SAGARPA;CONAPESCA,1,Tabasco,Atlantic,West Gulf of Mexico,Tabasco,2013,2013,1,Values,Year,State,Tabasco: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
351,Basic Social-economic Information About Fishing Sector of  Tamaulipas,Tamaulipas; Pescador; Industria Embarcacion; Industria; Artesanal Embarcacion; Acuacultura,SAGARPA,SAGARPA;CONAPESCA,1,Tamaulipas,Atlantic,West Gulf of Mexico,Tamaulipas,2013,2013,1,Values,Year,State,Tamaulipas: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
352,Basic Social-economic Information About Fishing Sector of  Tlaxcala,Tlaxcala; Pescador; Industria Embarcacion; Industria; Artesanal Embarcacion; Acuacultura,SAGARPA,SAGARPA;CONAPESCA,1,Tlaxcala,Freshwater/Terrestrial,Freshwater/Terrestrial,Tlaxcala,2013,2013,1,Values,Year,State,Tlaxcala: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
353,Basic Social-economic Information About Fishing Sector of  Veracruz,Veracruz; Pescador; Industria Embarcacion; Industria; Artesanal Embarcacion; Acuacultura,SAGARPA,SAGARPA;CONAPESCA,1,Veracruz,Atlantic,West Gulf of Mexico,Veracruz,2013,2013,1,Values,Year,State,Veracruz: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
354,Basic Social-economic Information About Fishing Sector of  Yucatan,Yucatan; Pescador; Industria Embarcacion; Industria; Artesanal Embarcacion; Acuacultura,SAGARPA,SAGARPA;CONAPESCA,1,Yucatan,Atlantic,Yucatan Peninsula,Yucatan,2013,2013,1,Values,Year,State,Yucatan: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
355,Basic Social-economic Information About Fishing Sector of  Zacatecas,Zacatecas; Pescador; Industria Embarcacion; Industria; Artesanal Embarcacion; Acuacultura,SAGARPA,SAGARPA;CONAPESCA,1,Zacatecas,Freshwater/Terrestrial,Freshwater/Terrestrial,Zacatecas,2013,2013,1,Values,Year,State,Zacatecas: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
356,Toal Value of Mexican Fishing Production in 2013,Captura; Produccion; Economico Valor,SAGARPA,SAGARPA;CONAPESCA,1,Multiple,National,National,national,2013,2013,1,Currency,Year,national,Volumen y valor de la produccion pesquera nacional en peso desembarcado; segun destino y principales especies,Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
357,Catch of Haliotis in Mexico,Captura; Reconstruida Datos; Haliotis,Cisneros-Montemayor AM,SAU,1,Haliotis,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,YES,Abalones_Catch_SAU,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
358,Catch of Thunnus alalunga in Mexico,Captura; Reconstruida Datos; Thunnus alalunga,Cisneros-Montemayor AM,SAU,1,Thunnus alalunga,Pacific,,na,1952,2010,55,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,YES,Pacific_Albacore_Catch_SAU,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
359,Catch of Berycidae in Mexico,Captura; Reconstruida Datos; Berycidae,Cisneros-Montemayor AM,SAU,1,Berycidae,Pacific,,na,1969,1975,6,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
360,Catch of Seriola in Mexico,Captura; Reconstruida Datos; Seriola,Cisneros-Montemayor AM,SAU,1,Seriola,Pacific,,na,1964,2010,47,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
361,Catch of Micropogonias in Mexico,Captura; Reconstruida Datos; Micropogonias,Cisneros-Montemayor AM,SAU,1,Micropogonias,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,YES,American Croakers_Catch_SAU,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
362,Catch of Sphyraenidae in Mexico,Captura; Reconstruida Datos; Sphyraenidae,Cisneros-Montemayor AM,SAU,1,Sphyraenidae,Pacific,,na,1954,2010,56,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
363,Catch of Sphyraena in Mexico,Captura; Reconstruida Datos; Sphyraena,Cisneros-Montemayor AM,SAU,1,Sphyraena,Pacific,,na,1954,2010,56,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
364,Catch of Serranidae in Mexico,Captura; Reconstruida Datos; Serranidae,Cisneros-Montemayor AM,SAU,1,Serranidae,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
365,Catch of Batoidea in Mexico,Captura; Reconstruida Datos; Batoidea,Cisneros-Montemayor AM,SAU,1,Batoidea,Pacific,,na,1965,2010,46,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
366,Catch of Selar crumenophthalmus in Mexico,Captura; Reconstruida Datos; Selar crumenophthalmus,Cisneros-Montemayor AM,SAU,1,Selar crumenophthalmus,Pacific,,na,2005,2010,5,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
367,Catch of Thunnus obesus in Mexico,Captura; Reconstruida Datos; Thunnus obesus,Cisneros-Montemayor AM,SAU,1,Thunnus obesus,Pacific,,na,1954,2010,41,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
368,Catch of Istiophoridae in Mexico,Captura; Reconstruida Datos; Istiophoridae,Cisneros-Montemayor AM,SAU,1,Istiophoridae,Pacific,,na,1967,2010,42,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
369,Catch of Istiompax indica in Mexico,Captura; Reconstruida Datos; Istiompax indica,Cisneros-Montemayor AM,SAU,1,Istiompax indica,Pacific,,na,1954,2010,37,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
370,Catch of Euthynnus lineatus in Mexico,Captura; Reconstruida Datos; Euthynnus lineatus,Cisneros-Montemayor AM,SAU,1,Euthynnus lineatus,Pacific,,na,1964,2010,43,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
371,Catch of Carcharhinus limbatus in Mexico,Captura; Reconstruida Datos; Carcharhinus limbatus,Cisneros-Montemayor AM,SAU,1,Carcharhinus limbatus,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
372,Catch of Prionace glauca in Mexico,Captura; Reconstruida Datos; Prionace glauca,Cisneros-Montemayor AM,SAU,1,Prionace glauca,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
373,Catch of Litopenaeus stylirostris in Mexico,Captura; Reconstruida Datos; Litopenaeus stylirostris,Cisneros-Montemayor AM,SAU,1,Litopenaeus stylirostris,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
374,Catch of Panulirus gracilis in Mexico,Captura; Reconstruida Datos; Panulirus gracilis,Cisneros-Montemayor AM,SAU,1,Panulirus gracilis,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
375,Catch of Mycteroperca xenarcha in Mexico,Captura; Reconstruida Datos; Mycteroperca xenarcha,Cisneros-Montemayor AM,SAU,1,Mycteroperca xenarcha,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
376,Catch of Loligo opalescens in Mexico,Captura; Reconstruida Datos; Loligo opalescens,Cisneros-Montemayor AM,SAU,1,Loligo opalescens,Pacific,,na,2005,2010,6,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
377,Catch of Semicossyphus pulcher in Mexico,Captura; Reconstruida Datos; Semicossyphus pulcher,Cisneros-Montemayor AM,SAU,1,Semicossyphus pulcher,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
378,Catch of Engraulis mordax in Mexico,Captura; Reconstruida Datos; Engraulis mordax,Cisneros-Montemayor AM,SAU,1,Engraulis mordax,Pacific,,na,1958,2010,53,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
379,Catch of Stomolophus in Mexico,Captura; Reconstruida Datos; Stomolophus,Cisneros-Montemayor AM,SAU,1,Stomolophus,Pacific,,na,2001,2010,10,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
380,Catch of Scomber japonicus in Mexico,Captura; Reconstruida Datos; Scomber japonicus,Cisneros-Montemayor AM,SAU,1,Scomber japonicus,Pacific,,na,1954,2010,57,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
381,Catch of Bivalvia in Mexico,Captura; Reconstruida Datos; Bivalvia,Cisneros-Montemayor AM,SAU,1,Bivalvia,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-43,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=10,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
382,Catch of Mollusca in Mexico,Captura; Reconstruida Datos; Mollusca,Cisneros-Montemayor AM,SAU,1,Mollusca,Pacific,,na,1968,1968,1,Weight,Year,Pacific,SAU EEZ 945 v1-44,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=11,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
383,Catch of Gadiformes in Mexico,Captura; Reconstruida Datos; Gadiformes,Cisneros-Montemayor AM,SAU,1,Gadiformes,Pacific,,na,1970,2008,37,Weight,Year,Pacific,SAU EEZ 945 v1-45,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=12,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
384,Catch of Gadidae in Mexico,Captura; Reconstruida Datos; Gadidae,Cisneros-Montemayor AM,SAU,1,Gadidae,Pacific,,na,1970,2010,39,Weight,Year,Pacific,SAU EEZ 945 v1-46,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=13,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
385,Catch of Penaeidae in Mexico,Captura; Reconstruida Datos; Penaeidae,Cisneros-Montemayor AM,SAU,1,Penaeidae,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-47,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=14,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
386,Catch of Coryphaena hippurus in Mexico,Captura; Reconstruida Datos; Coryphaena hippurus,Cisneros-Montemayor AM,SAU,1,Coryphaena hippurus,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-48,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=15,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
387,Catch of Decapoda in Mexico,Captura; Reconstruida Datos; Decapoda,Cisneros-Montemayor AM,SAU,1,Decapoda,Pacific,,na,1950,2010,61,Weight,Year,Pacific,SAU EEZ 945 v1-49,Catches by Taxon in the waters of Mexico (Pacific),2015,http://www.seaaroundus.org/data/#/eez/945?chart=catch-chart&dimension=taxon&measure=tonnage&limit=16,NO,na,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,
